"fpkm.long","genes","age"
8.881327,"Mir9-3","P7"
4.237651,"Rhcg","P7"
2.332806,"Ticrr","P7"
4.86209,"Kif7","P7"
10.63916,"Pex11a","P7"
0.2334033,"Wdr93","P7"
2.608718,"Anpep","P7"
16.09936,"Ap3s2","P7"
11.94265,"Arpin","P7"
8.516395,"Zfp710","P7"
53.70188,"Idh2","P7"
35.54613,"Sema4b","P7"
19.04208,"Cib1","P7"
1.093569,"Gdpgp1","P7"
0.1517719,"Ttll13","P7"
12.29044,"Ngrn","P7"
9.320752,"Vps33b","P7"
17.95678,"Prc1","P7"
5.200658,"Rccd1","P7"
9.39827,"Unc45a","P7"
8.678972,"Hddc3","P7"
30.00047,"Man2a2","P7"
1.865494,"Fes","P7"
11.67977,"Furin","P7"
3.286738,"Blm","P7"
11.02078,"Crtc3","P7"
0.1896976,"Gm15880","P7"
16.43417,"Iqgap1","P7"
3.016717,"Zscan2","P7"
7.412001,"Wdr73","P7"
8.514395,"Nmb","P7"
43.14058,"Sec11a","P7"
12.58787,"Zfp592","P7"
1.710355,"Alpk3","P7"
0.09160406,"Slc28a1","P7"
5.386412,"Pde8a","P7"
52.67876,"Rps17","P7"
1.238773,"Cpeb1","P7"
12.19616,"Ap3b2","P7"
9.232777,"2900076A07Rik","P7"
7.852464,"Mir1839","P7"
0.1138151,"Fsd2","P7"
4.798391,"Whamm","P7"
5.687559,"Homer2","P7"
9.77237,"Fam103a1","P7"
6.996322,"3110040N11Rik","P7"
22.37143,"Btbd1","P7"
2.714211,"Tm6sf1","P7"
16.48992,"Hdgfrp3","P7"
6.713963,"Sh3gl3","P7"
1.012827,"Adamtsl3","P7"
0.4385479,"Saxo2","P7"
5.362682,"Eftud1","P7"
8.29119,"Mex3b","P7"
0.1967858,"Tmc3","P7"
4.045847,"Stard5","P7"
0.6967527,"Il16","P7"
0.624799,"1700026D08Rik","P7"
4.716384,"Mesdc1","P7"
15.84616,"Mesdc2","P7"
0.552892,"Cemip","P7"
27.22241,"Abhd17c","P7"
44.9587,"Arnt2","P7"
1.580956,"Gm2115","P7"
3.524993,"Fah","P7"
21.57826,"Zfand6","P7"
1.290835,"2610206C17Rik","P7"
8.049017,"Folh1","P7"
0.5706908,"Nox4","P7"
29.33535,"Grm5","P7"
30.96042,"Ctsc","P7"
0.5691069,"Rab38","P7"
17.22976,"Tmem135","P7"
4.602791,"Fzd4","P7"
4.766421,"Prss23","P7"
1.932494,"Me3","P7"
0.305599,"Ccdc81","P7"
4.182616,"l7Rn6","P7"
13.43246,"Eed","P7"
0.3150687,"E230029C05Rik","P7"
5.339185,"2310010J17Rik","P7"
43.69058,"Picalm","P7"
0.8679006,"Sytl2","P7"
0.2173033,"Ccdc89","P7"
13.04759,"Crebzf","P7"
18.1489,"Tmem126a","P7"
7.907814,"Tmem126b","P7"
15.24537,"Dlg2","P7"
0.07704275,"4930567K12Rik","P7"
14.80937,"Ccdc90b","P7"
2.720736,"Ankrd42","P7"
9.524736,"Pcf11","P7"
1.792645,"4632427E13Rik","P7"
10.3259,"Rab30","P7"
1.329616,"Ddias","P7"
16.41769,"Prcp","P7"
62.44559,"Fam181b","P7"
4.623227,"Tenm4","P7"
3.134474,"Nars2","P7"
6.44768,"Gab2","P7"
2.359288,"Usp35","P7"
4.962134,"Kctd21","P7"
6.400602,"Alg8","P7"
123.0392,"Ndufc2","P7"
16.08115,"Thrsp","P7"
3.554272,"Kctd14","P7"
16.66208,"Ints4","P7"
26.89461,"Aamdc","P7"
9.569332,"Rsf1","P7"
9.938181,"Clns1a","P7"
4.871556,"Aqp11","P7"
21.64836,"Pak1","P7"
3.598078,"Myo7a","P7"
6.357471,"Capn5","P7"
0.06697943,"Gm16938","P7"
0.06255283,"B3gnt6","P7"
3.954635,"Acer3","P7"
9.876781,"Tsku","P7"
1.21158,"Lrrc32","P7"
13.25323,"2210018M11Rik","P7"
33.61864,"Prkrir","P7"
5.992025,"Uvrag","P7"
3.315052,"Dgat2","P7"
11.73367,"Map6","P7"
116.3735,"Serpinh1","P7"
7.034648,"Gdpd5","P7"
0.2668883,"Klhl35","P7"
113.3383,"Rps3","P7"
40.41863,"Arrb1","P7"
0.8419422,"Gm4980","P7"
9.231972,"Slco2b1","P7"
1.085992,"Neu3","P7"
30.88936,"Spcs2","P7"
0.2895444,"Xrra1","P7"
4.728754,"Rnf169","P7"
10.64051,"Pold3","P7"
2.927755,"Lipt2","P7"
18.12928,"Pgm2l1","P7"
0.2800654,"Gpx2-ps1","P7"
15.33325,"P4ha3","P7"
37.90334,"Ppme1","P7"
8.339469,"C2cd3","P7"
0.6142627,"Ucp3","P7"
17.86338,"Ucp2","P7"
0.6783812,"Dnajb13","P7"
2.775465,"Coa4","P7"
6.68645,"Mrpl48","P7"
51.84175,"Rab6a","P7"
23.4621,"Plekhb1","P7"
43.36832,"Fam168a","P7"
1.427143,"Relt","P7"
8.829383,"Arhgef17","P7"
2.30815,"P2ry6","P7"
0.7334585,"P2ry2","P7"
29.47289,"Fchsd2","P7"
5.733759,"Atg16l2","P7"
9.206672,"Stard10","P7"
9.464656,"Arap1","P7"
18.93539,"Pde2a","P7"
6.280773,"Clpb","P7"
24.96702,"Inppl1","P7"
3.279238,"Folr2","P7"
5.896897,"Anapc15","P7"
3.03761,"Tomt","P7"
29.01876,"Lamtor1","P7"
5.695787,"Lrrc51","P7"
26.93955,"Numa1","P7"
3.951952,"Il18bp","P7"
16.88636,"Rnf121","P7"
3.784255,"Xndc1","P7"
7.259334,"Nup98","P7"
9.94824,"Pgap2","P7"
18.91594,"Rhog","P7"
11.63842,"Stim1","P7"
32.75039,"Rrm1","P7"
0.6998193,"Olfr543","P7"
1.539606,"Trim21","P7"
2.284574,"Trim68","P7"
0.002791547,"Olfr558","P7"
0.02905063,"Olfr78","P7"
0.04283619,"E030002O03Rik","P7"
0.1691058,"Trim6","P7"
1.401555,"Trim34a","P7"
4.023586,"Trim12a","P7"
0.5019871,"Trim34b","P7"
2.628127,"Trim12c","P7"
0.9567723,"Trim30a","P7"
0.4923044,"Trim30d","P7"
3.728747,"Fam160a2","P7"
0.0353977,"Cnga4","P7"
0.2567694,"Cckbr","P7"
29.5176,"Prkcdbp","P7"
35.42932,"Smpd1","P7"
38.17042,"Apbb1","P7"
0.1298689,"Hpx","P7"
13.52414,"Trim3","P7"
16.80606,"Arfip2","P7"
15.02973,"Timm10b","P7"
6.573173,"Rrp8","P7"
45.66956,"Ilk","P7"
11.74725,"Taf10","P7"
31.46536,"Tpp1","P7"
16.1583,"Dchs1","P7"
4.629954,"Mrpl17","P7"
0.4121333,"Gm15645","P7"
0.08905497,"Gm1966","P7"
2.115966,"Syt9","P7"
13.15259,"Olfml1","P7"
2.215879,"Ppfibp2","P7"
110.6967,"Eif3f","P7"
15.18415,"Tub","P7"
6.773499,"Ric3","P7"
4.045041,"Lmo1","P7"
0.9931136,"Stk33","P7"
0.3568983,"Trim66","P7"
35.3999,"Rpl27a","P7"
4.466009,"Snora3","P7"
12.45086,"St5","P7"
5.553237,"Akip1","P7"
41.7862,"Tmem9b","P7"
4.112335,"Nrip3","P7"
0.2981808,"Scube2","P7"
64.14021,"Dennd5a","P7"
9.801524,"Tmem41b","P7"
34.05844,"Ipo7","P7"
6.130911,"Zfp143","P7"
6.214089,"Wee1","P7"
13.92901,"Swap70","P7"
24.11742,"Sbf2","P7"
3.247271,"Adm","P7"
20.66347,"Ampd3","P7"
14.02902,"Rnf141","P7"
11.55584,"Lyve1","P7"
0.5243232,"Mrvi1","P7"
16.82497,"Ctr9","P7"
166.8492,"Eif4g2","P7"
1.340662,"1700012D14Rik","P7"
4.576378,"Galnt18","P7"
24.97768,"Usp47","P7"
74.36178,"Dkk3","P7"
9.360834,"Mical2","P7"
2.836303,"Micalcl","P7"
20.215,"Parva","P7"
18.75753,"Tead1","P7"
6.397115,"Rassf10","P7"
19.18142,"Arntl","P7"
9.008878,"Btbd10","P7"
16.17346,"Far1","P7"
1.958424,"Far1os","P7"
31.89868,"Spon1","P7"
8.213424,"Rras2","P7"
33.21149,"Copb1","P7"
49.77408,"Psma1","P7"
0.08178807,"4933406I18Rik","P7"
3.999505,"Pde3b","P7"
0.08108344,"Insc","P7"
13.75719,"Sox6","P7"
28.56115,"1110004F10Rik","P7"
2.712107,"Plekha7","P7"
12.33857,"Rps13","P7"
9.436965,"Pik3c2a","P7"
7.217455,"Nucb2","P7"
27.58041,"Xylt1","P7"
10.68706,"Rps15a","P7"
126.165,"Arl6ip1","P7"
9.748911,"Smg1","P7"
1.979706,"Syt17","P7"
3.507234,"Itpripl2","P7"
12.54259,"Coq7","P7"
14.39903,"Tmc7","P7"
0.1820442,"Tmc5","P7"
65.15443,"Gde1","P7"
8.244279,"Ccp110","P7"
21.67195,"9030624J02Rik","P7"
13.45073,"Knop1","P7"
1.373504,"Iqck","P7"
25.57375,"Gprc5b","P7"
0.06953616,"Acsm5","P7"
14.46692,"Thumpd1","P7"
0.2437005,"Acsm3","P7"
5.382826,"Eri2","P7"
3.287936,"2610020H08Rik","P7"
3.504985,"Dcun1d3","P7"
1.780362,"Lyrm1","P7"
2.062497,"Tmem159","P7"
9.126449,"Crym","P7"
44.35836,"E130201H02Rik","P7"
67.49456,"Uqcrc2","P7"
0.190343,"Pdzd9","P7"
7.773302,"BC030336","P7"
0.5790442,"Vwa3a","P7"
11.91669,"Eef2k","P7"
7.266916,"Polr3e","P7"
2.873679,"Cdr2","P7"
62.97937,"Mettl9","P7"
1.84751,"Igsf6","P7"
3.663498,"Hs3st2","P7"
3.865145,"Usp31","P7"
10.43043,"Cog7","P7"
4.355165,"Gga2","P7"
1.629524,"Ears2","P7"
12.97003,"Ubfd1","P7"
6.990895,"Ndufab1","P7"
1.001233,"Palb2","P7"
39.4761,"Dctn5","P7"
7.669647,"Plk1","P7"
3.039177,"Chp2","P7"
36.01829,"Prkcb","P7"
3.325839,"Cacng3","P7"
9.000154,"4930413G21Rik","P7"
15.78187,"Rbbp6","P7"
16.29043,"Tnrc6a","P7"
0.09499095,"Slc5a11","P7"
8.165664,"Arhgap17","P7"
22.06453,"Lcmt1","P7"
4.080452,"Zkscan2","P7"
8.279004,"Hs3st4","P7"
2.532178,"Kdm8","P7"
14.01557,"Nsmce1","P7"
3.802673,"Il4ra","P7"
0.8916766,"Il21r","P7"
20.16053,"Gtf3c1","P7"
5.32635,"D430042O09Rik","P7"
20.96539,"Gsg1l","P7"
21.13609,"Xpo6","P7"
88.33519,"Sbk1","P7"
18.19417,"Spns1","P7"
4.563611,"Nfatc2ip","P7"
5.934598,"Rabep2","P7"
0.137267,"Atp2a1","P7"
19.88026,"Sh2b1","P7"
7.770562,"Tufm","P7"
51.48101,"Atxn2l","P7"
66.56598,"Eif3c","P7"
5.554724,"Cln3","P7"
0.5187708,"Apobr","P7"
5.645963,"Nupr1","P7"
11.05744,"Ccdc101","P7"
2.253188,"Sult1a1","P7"
6.413341,"Slx1b","P7"
45.19099,"Bola2","P7"
7.591791,"Coro1a","P7"
37.76232,"Mapk3","P7"
1.630437,"Gdpd3","P7"
29.92204,"Ypel3","P7"
0.5900091,"Tbx6","P7"
40.02925,"Ppp4c","P7"
99.65763,"Aldoa","P7"
16.79332,"Fam57b","P7"
6.812976,"Doc2a","P7"
17.44102,"Ino80e","P7"
14.717,"Hirip3","P7"
19.22018,"Taok2","P7"
11.21853,"Tmem219","P7"
17.43625,"Kctd13","P7"
3.963873,"Asphd1","P7"
8.899289,"Sez6l2","P7"
32.03523,"Cdipt","P7"
2.385047,"Mvp","P7"
22.18592,"Pagr1a","P7"
18.3129,"Prrt2","P7"
110.3465,"Maz","P7"
15.38558,"Kif22","P7"
1.012157,"AI467606","P7"
0.1789504,"Qprt","P7"
0.05456658,"Spn","P7"
22.75616,"Cd2bp2","P7"
13.88486,"Tbc1d10b","P7"
0.7235736,"Mylpf","P7"
1.447303,"Sept1","P7"
2.182941,"Gm4532","P7"
10.20337,"Zfp553","P7"
13.63039,"Zfp771","P7"
22.24016,"Dctpp1","P7"
11.93233,"Sephs2","P7"
0.4409841,"Itgal","P7"
11.71941,"Zfp768","P7"
1.567073,"Zfp747","P7"
0.9932441,"9130019O22Rik","P7"
1.11377,"E430018J23Rik","P7"
1.392043,"Zfp764","P7"
5.264578,"Zfp688","P7"
3.456755,"Zfp689","P7"
20.97516,"Prr14","P7"
17.09987,"Fbrs","P7"
1.468929,"1700008J07Rik","P7"
17.67027,"Srcap","P7"
4.277775,"Snora30","P7"
5.272655,"Tmem265","P7"
12.98645,"Phkg2","P7"
2.668509,"Gm166","P7"
18.11253,"Rnf40","P7"
1.272608,"1700120K04Rik","P7"
7.625147,"Zfp629","P7"
18.20645,"Bcl7c","P7"
1.681087,"Ctf1","P7"
24.45172,"Fbxl19","P7"
8.455918,"Orai3","P7"
12.00586,"Setd1a","P7"
10.29097,"Hsd3b7","P7"
30.14288,"Stx1b","P7"
28.10281,"Stx4a","P7"
4.124881,"Zfp668","P7"
6.363042,"Zfp646","P7"
0.4835142,"Prss53","P7"
15.72336,"Vkorc1","P7"
12.1292,"Bckdk","P7"
10.94844,"Kat8","P7"
1.560292,"Prss36","P7"
96.91677,"Fus","P7"
1.182766,"Pycard","P7"
0.1203633,"Trim72","P7"
2.275667,"Itgam","P7"
0.3213778,"Itgax","P7"
0.01488927,"Itgad","P7"
1.842967,"Cox6a2","P7"
2.393783,"9130023H24Rik","P7"
5.207609,"Armc5","P7"
4.612826,"Tgfb1i1","P7"
6.430208,"BC017158","P7"
8.233035,"Rgs10","P7"
29.56844,"Tial1","P7"
9.278596,"Bag3","P7"
22.41353,"Inpp5f","P7"
17.63166,"Mcmbp","P7"
11.73989,"Sec23ip","P7"
9.292284,"Ppapdc1a","P7"
11.92114,"Wdr11","P7"
35.10336,"Fgfr2","P7"
17.09497,"Ate1","P7"
25.88499,"Nsmce4a","P7"
7.437106,"Tacc2","P7"
0.01874237,"Btbd16","P7"
17.13354,"Plekha1","P7"
302.3232,"Htra1","P7"
3.93735,"2310057M21Rik","P7"
8.951228,"Pstk","P7"
8.348353,"Ikzf5","P7"
23.11881,"Acadsb","P7"
24.97959,"Bub3","P7"
1.674279,"Gpr26","P7"
1.589612,"Cpxm2","P7"
5.740571,"Chst15","P7"
0.2386245,"Gm10584","P7"
91.12453,"Oat","P7"
14.39241,"Lhpp","P7"
7.854797,"Fam53b","P7"
19.29874,"Mettl10","P7"
10.48718,"Fam175b","P7"
20.4577,"Zranb1","P7"
18.83187,"Ctbp2","P7"
4.760651,"Edrf1","P7"
0.04428649,"Mmp21","P7"
4.183148,"Uros","P7"
36.25253,"Bccip","P7"
14.01721,"Dhx32","P7"
0.68522,"Fank1","P7"
3.673937,"Adam12","P7"
0.02334542,"D7Ertd443e","P7"
24.78611,"Dock1","P7"
1.564302,"Fam196a","P7"
3.83117,"Ptpre","P7"
0.1634083,"5830432E09Rik","P7"
29.75945,"Mki67","P7"
0.01611403,"C030029H02Rik","P7"
1.228126,"Mgmt","P7"
0.8931395,"Ebf3","P7"
4.78631,"9430038I01Rik","P7"
3.147701,"Glrx3","P7"
1.987945,"Tcerg1l","P7"
9.591348,"Mapk1ip1","P7"
23.98538,"Ppp2r2d","P7"
6.713119,"Bnip3","P7"
0.6134863,"Jakmip3","P7"
20.29325,"Dpysl4","P7"
4.523214,"Stk32c","P7"
1.089851,"Lrrc27","P7"
1.349369,"Pwwp2b","P7"
10.07156,"Inpp5a","P7"
0.114565,"Nkx6-2","P7"
0.4142248,"Cfap46","P7"
5.05827,"Adgra1","P7"
1.455119,"Kndc1","P7"
0.3242699,"6430531B16Rik","P7"
1.252045,"Adam8","P7"
12.97852,"Tubgcp2","P7"
10.14325,"Zfp511","P7"
0.1846176,"Msx3","P7"
7.912019,"Caly","P7"
3.053886,"Fuom","P7"
55.95827,"Echs1","P7"
2.332871,"Paox","P7"
6.945754,"Mtg1","P7"
5.949839,"Sprn","P7"
1.595845,"Zfp941","P7"
0.7846521,"Odf3","P7"
13.40222,"Bet1l","P7"
16.64325,"Ric8","P7"
13.50797,"Sirt3","P7"
42.90737,"Psmd13","P7"
7.173917,"Athl1","P7"
23.80241,"Ifitm2","P7"
1.072699,"Ifitm1","P7"
14.73133,"Ifitm3","P7"
8.977424,"B4galnt4","P7"
1.148204,"Sigirr","P7"
28.73458,"Ptdss2","P7"
12.36693,"Rnh1","P7"
19.12618,"Hras","P7"
2.222981,"Lrrc56","P7"
0.8311396,"Rassf7","P7"
13.99451,"Phrf1","P7"
0.8977145,"Irf7","P7"
35.24927,"Deaf1","P7"
12.22647,"Tmem80","P7"
0.05836759,"Eps8l2","P7"
0.009570145,"B230206H07Rik","P7"
22.58896,"Taldo1","P7"
10.9497,"Pddc1","P7"
24.90699,"Cend1","P7"
15.2228,"Slc25a22","P7"
2.443508,"Pidd1","P7"
30.09179,"Rplp2","P7"
4.505919,"Snora52","P7"
10.65253,"Pnpla2","P7"
3.461507,"Cracr2b","P7"
22.29216,"Cd151","P7"
4.798655,"Polr2l","P7"
5.934598,"Tspan4","P7"
8.761607,"Chid1","P7"
30.74767,"Ap2a2","P7"
0.311919,"Gm16982","P7"
0.9650224,"Muc6","P7"
0.0485669,"Muc2","P7"
30.9972,"Tollip","P7"
15.2662,"Brsk2","P7"
10.93315,"Mob2","P7"
20.87468,"Dusp8","P7"
0.4450308,"Ifitm10","P7"
193.8249,"Ctsd","P7"
1.644355,"Lsp1","P7"
0.1381577,"Prr33","P7"
0.5975869,"Tnnt3","P7"
4.101414,"Mrpl23","P7"
9.411888,"H19","P7"
42.81178,"Igf2","P7"
0.1086676,"Igf2os","P7"
0.08432023,"Th","P7"
2.462558,"R74862","P7"
344.4639,"Cd81","P7"
22.52556,"Tssc4","P7"
1.07892,"Kcnq1","P7"
0.8169921,"Kcnq1ot1","P7"
6.4925,"Cdkn1c","P7"
0.0510444,"Slc22a18","P7"
68.89226,"Nap1l4","P7"
15.14507,"Cars","P7"
2.408856,"Tnfrsf22","P7"
0.3876137,"Tnfrsf23","P7"
4.017256,"Osbpl5","P7"
1.522092,"Mrgpre","P7"
2.609094,"Nadsyn1","P7"
73.20769,"Dhcr7","P7"
12.07305,"Shank2","P7"
29.49803,"Cttn","P7"
15.43994,"Ppfia1","P7"
4.294994,"Fadd","P7"
3.069802,"Ano1","P7"
7.110103,"Oraov1","P7"
39.56421,"Ccnd1","P7"
0.1348964,"1810010D01Rik","P7"
3.947116,"Tpcn2","P7"
0.4030707,"Mrgprf","P7"
13.70039,"Insr","P7"
8.369126,"Arhgef18","P7"
2.29589,"Pex11g","P7"
13.40414,"Zfp358","P7"
16.01086,"Mcoln1","P7"
13.52514,"Pnpla6","P7"
49.25518,"C330021F23Rik","P7"
5.518557,"Camsap3","P7"
15.30048,"Xab2","P7"
9.971691,"Pet100","P7"
2.98031,"Stxbp2","P7"
14.86812,"Trappc5","P7"
0.1951356,"Fcer2a","P7"
0.2077938,"Cd209a","P7"
1.256172,"Cd209f","P7"
21.88011,"Evi5l","P7"
9.838367,"Prr36","P7"
15.43537,"Map2k7","P7"
3.1621,"Tgfbr3l","P7"
15.99332,"Snapc2","P7"
81.45324,"Ctxn1","P7"
22.21915,"Timm44","P7"
17.96967,"Elavl1","P7"
2.85193,"Ccl25","P7"
9.171471,"Cers4","P7"
2.790434,"Zfp958","P7"
7.147596,"Shcbp1","P7"
13.68545,"Efnb2","P7"
90.65741,"Arglu1","P7"
8.883659,"Fam155a","P7"
3.016838,"Lig4","P7"
9.391671,"Abhd13","P7"
0.3957768,"Tnfsf13b","P7"
7.735045,"Myo16","P7"
0.2658325,"B930025P03Rik","P7"
0.107319,"4833411C07Rik","P7"
0.6767601,"3930402G23Rik","P7"
10.53251,"Irs2","P7"
0.3884936,"9530052E02Rik","P7"
70.82892,"Col4a1","P7"
49.88014,"Col4a2","P7"
0.7534326,"Rab20","P7"
33.90773,"Carkd","P7"
7.094568,"Cars2","P7"
17.755,"Ing1","P7"
12.15081,"Ankrd10","P7"
4.704794,"Gm6524","P7"
20.50017,"Arhgef7","P7"
6.480492,"Gm5607","P7"
24.69801,"Sox1","P7"
14.70075,"Tubgcp3","P7"
14.22043,"Atp11a","P7"
25.70394,"Mcf2l","P7"
9.719839,"Gm38671","P7"
1.34437,"Proz","P7"
12.96786,"Pcid2","P7"
17.12218,"Cul4a","P7"
323.1438,"Lamp1","P7"
16.76284,"Grtp1","P7"
8.764655,"Dcun1d2","P7"
12.8892,"Tmco3","P7"
16.69614,"Tfdp1","P7"
6.398568,"Tmem255b","P7"
20.85385,"Gas6","P7"
48.34786,"Rasa3","P7"
1.502871,"4932443I19Rik","P7"
33.65574,"Cdc16","P7"
31.88817,"Upf3a","P7"
10.19334,"Champ1","P7"
13.43029,"Coprs","P7"
15.83123,"Fbxo25","P7"
7.135167,"Tdrp","P7"
3.521234,"Erich1","P7"
0.8599907,"Dlgap2","P7"
6.257801,"Cln8","P7"
5.006128,"Arhgef10","P7"
24.07813,"Kbtbd11","P7"
5.448301,"Csmd1","P7"
2.721738,"Mcph1","P7"
1.632554,"Angpt2","P7"
22.06923,"Agpat5","P7"
0.5410676,"Xkr5","P7"
0.05651167,"Gm21119","P7"
11.9143,"6820431F20Rik","P7"
0.07119365,"Gm15319","P7"
9.405055,"2610005L07Rik","P7"
1.781285,"Atp7b","P7"
6.44707,"Alg11","P7"
0.4254208,"Nek5","P7"
2.407044,"Nek3","P7"
11.19831,"Ckap2","P7"
23.95489,"Vps36","P7"
3.584492,"Thsd1","P7"
6.022522,"Slc25a15","P7"
10.80015,"Mrps31","P7"
8.210355,"Smim19","P7"
34.01851,"Slc20a2","P7"
18.74576,"Vdac3","P7"
25.14624,"Polb","P7"
6.571568,"A930013F10Rik","P7"
12.90336,"Ikbkb","P7"
86.07135,"Plat","P7"
14.70027,"Ap3m2","P7"
22.5111,"Kat6a","P7"
1.617403,"Ank1","P7"
0.3966198,"Gm15816","P7"
25.42549,"Agpat6","P7"
12.43835,"Gins4","P7"
27.52004,"Golga7","P7"
28.98566,"Sfrp1","P7"
0.6424236,"Zmat4","P7"
3.079723,"1810011O10Rik","P7"
0.1039169,"Ido2","P7"
0.03162087,"Ido1","P7"
0.1470286,"Adam5","P7"
28.4833,"Adam9","P7"
27.10098,"Tm2d2","P7"
2.390846,"Plekha2","P7"
15.05944,"Tacc1","P7"
58.11431,"Fgfr1","P7"
0.9483881,"Gm16159","P7"
3.960462,"Letm2","P7"
7.620037,"Whsc1l1","P7"
15.28637,"Ppapdc1b","P7"
7.916838,"Ddhd2","P7"
5.969364,"Bag4","P7"
5.613202,"Lsm1","P7"
2.526664,"Star","P7"
19.70659,"Ash2l","P7"
0.4903626,"Kcnu1","P7"
18.31036,"Hgsnat","P7"
8.376038,"Pomk","P7"
28.33339,"Fnta","P7"
16.22695,"Hook3","P7"
0.4113338,"1700047A11Rik","P7"
5.12912,"Rnf170","P7"
3.534674,"Thap1","P7"
22.78159,"Zfp703","P7"
29.31344,"Erlin2","P7"
7.84434,"Prosc","P7"
5.718025,"Adgra3","P7"
6.242246,"Brf2","P7"
0.5662642,"Rab11fip1","P7"
0.5560768,"Got1l1","P7"
0.0543637,"Adrb3","P7"
1.471079,"Eif4ebp1","P7"
0.003763564,"Chrnb3","P7"
1.077605,"Gm8096","P7"
2.908954,"Unc5d","P7"
14.09212,"Dusp26","P7"
7.358818,"Rnf122","P7"
3.735117,"Tti2","P7"
17.34306,"Mak16","P7"
7.020706,"Fut10","P7"
9.836964,"Nrg1","P7"
1.090688,"Gm8179","P7"
0.4411129,"Gm3985","P7"
2.690143,"Wrn","P7"
19.01187,"Purg","P7"
0.4045301,"Hmgb1-rs17","P7"
0.2263471,"Tex15","P7"
50.26747,"Ppp2cb","P7"
7.097807,"Ubxn8","P7"
12.34865,"Gsr","P7"
13.46906,"Gtf2e2","P7"
2.625454,"Smim18","P7"
2.417282,"Rbpms","P7"
28.27655,"Dctn6","P7"
14.70845,"Leprotl1","P7"
84.51172,"Saraf","P7"
3.718063,"Dusp4","P7"
15.34138,"Tnks","P7"
0.2971008,"Ppp1r3b","P7"
6.065896,"Eri1","P7"
0.3360916,"Gm16793","P7"
18.0196,"Mfhas1","P7"
6.434348,"D8Ertd82e","P7"
3.724971,"Lonrf1","P7"
4.161987,"6430573F11Rik","P7"
6.998887,"Dlc1","P7"
1.396159,"AI429214","P7"
0.1960807,"Sgcz","P7"
56.10731,"Tusc3","P7"
0.6592455,"Msr1","P7"
4.172161,"Mir7666","P7"
7.033372,"Micu3","P7"
18.92932,"Zdhhc2","P7"
24.65298,"Cnot7","P7"
10.35159,"Vps37a","P7"
3.481036,"Mtmr7","P7"
28.30463,"Slc7a2","P7"
8.397748,"Pdgfrl","P7"
5.05686,"Mtus1","P7"
20.26542,"Pcm1","P7"
68.91753,"Asah1","P7"
25.57956,"Frg1","P7"
35.36227,"Fat1","P7"
0.193544,"Klkb1","P7"
6.382664,"Cyp4v3","P7"
6.562077,"Fam149a","P7"
6.915048,"Tlr3","P7"
6.082162,"Sorbs2","P7"
0.1644902,"Sorbs2os","P7"
0.1727797,"Pdlim3","P7"
0.03025131,"Ccdc110","P7"
1.674111,"1700029J07Rik","P7"
14.39501,"Ufsp2","P7"
3.148225,"Ankrd37","P7"
0.4629217,"Lrp2bp","P7"
11.48058,"Snx25","P7"
3.561742,"Cfap97","P7"
320.2291,"Slc25a4","P7"
1.738792,"Helt","P7"
4.58469,"Acsl1","P7"
1.980911,"Cenpu","P7"
1.44551,"Primpol","P7"
30.54504,"Casp3","P7"
0.4535436,"Gm16675","P7"
10.8694,"Irf2","P7"
2.357657,"Enpp6","P7"
26.76811,"Stox2","P7"
13.08375,"Trappc11","P7"
12.22655,"Rwdd4a","P7"
4.933637,"Ing2","P7"
5.528031,"Cdkn2aip","P7"
0.180643,"Cldn22","P7"
8.819671,"Wwc2","P7"
5.394287,"Dctd","P7"
11.3221,"Tenm3","P7"
9.039833,"Aga","P7"
6.765434,"Neil3","P7"
3.860576,"Vegfc","P7"
21.54232,"Spcs3","P7"
0.6163614,"Asb5","P7"
0.1562039,"Spata4","P7"
2.362048,"Wdr17","P7"
293.0229,"Gpm6a","P7"
0.1328864,"Glra3","P7"
2.883711,"Hpgd","P7"
7.873373,"Cep44","P7"
9.057931,"Fbxo8","P7"
83.23519,"Scrg1","P7"
20.1349,"Sap30","P7"
1.913744,"2500002B13Rik","P7"
13.5583,"Hmgb2","P7"
4.79279,"Galnt7","P7"
0.4822169,"AW046200","P7"
0.8107196,"Galntl6","P7"
0.8600393,"BC030500","P7"
11.70214,"Mfap3l","P7"
23.69074,"2700029M09Rik","P7"
34.14648,"Clcn3","P7"
5.882383,"Nek1","P7"
10.97303,"Sh3rf1","P7"
9.093649,"Cbr4","P7"
8.873357,"Palld","P7"
0.3452949,"Ddx60","P7"
1.440847,"Spock3","P7"
0.2122069,"Tll1","P7"
1748.838,"Cpe","P7"
204.9276,"Msmo1","P7"
11.37064,"Klhl2","P7"
5.399027,"Tmem192","P7"
4.711771,"March1","P7"
5.745147,"Tma16","P7"
0.0172391,"Tktl2","P7"
0.09617543,"Npy5r","P7"
1.122706,"Npy1r","P7"
6.546969,"Naf1","P7"
1.609191,"Nat1","P7"
1.974367,"Nat2","P7"
14.2086,"Psd3","P7"
11.74175,"Csgalnact1","P7"
1.317142,"1700125H03Rik","P7"
11.04401,"Ints10","P7"
6.333043,"Lpl","P7"
53.5319,"Atp6v1b2","P7"
8.102541,"Lzts1","P7"
3.549175,"Zfp930","P7"
3.305499,"D130040H23Rik","P7"
1.213129,"Gm10033","P7"
13.11606,"Zfp868","P7"
1.606456,"Zfp964","P7"
7.820296,"Zfp869","P7"
4.180404,"Zfp963","P7"
