X,P7FPKM,P14FPKM,P21FPKM,P150FPKM
Ltbp2,0.02170393114783,0.0847567158093907,0.0749765599214122,0.0256862084048041
Arel1,22.2313635358745,20.9002015194019,18.7856548896974,13.4971662769573
Fcf1,4.70928801864917,2.97013382808915,2.70375677660538,3.74883972259782
Ylpm1,17.6615392699162,14.8993248516159,13.9520564683757,15.833434025428
Prox2,1.2554383289456,1.51108223152063,1.81133724280256,2.18262805688547
Dlst,49.6800348731913,50.470308863272,44.1380761884435,40.3566220963449
Rps6kl1,2.70682373532594,5.5154608463444,6.06992249162298,7.49686505321615
Pgf,2.0461114025719,1.98543343808252,1.77261458828093,1.21234167471968
Eif2b2,23.1535581714288,18.2369326514057,16.5392444434367,14.4891110316563
Mlh3,3.27797236343172,4.25385168552637,4.30792982832717,4.64239640621051
Acyp1,15.0282105900204,19.2098954325029,20.6614096097186,15.8014873530212
Zc2hc1c,0.571844086759134,0.460806437877884,0.570621958628598,0.744953517978978
Nek9,19.0871853902632,16.2397019433979,17.3144226454676,20.6214135362383
Tmed10,42.6014907255439,29.4898715234697,31.2740325510468,34.4327411215965
Fos,320.310964619233,45.7922944364209,28.6103387449313,31.4431845063012
Jdp2,5.12100049148438,9.08957760178489,14.5905278522553,17.6788490167726
Batf,0.49071825119104,0.364180785853901,0.228302048054944,0.179822223201515
Mfsd7c,4.12396591869748,4.19090299418892,2.36381579747974,1.43514982146701
0610007P14Rik,55.1316037040873,31.9882027527434,23.6003396581195,25.0154459401265
Ttll5,5.43917791503768,6.83681782970546,9.33255564983867,11.2704671321482
Tgfb3,2.7593982588715,3.20425760653695,3.63892425259495,5.51019958662245
Ift43,15.3099113248928,10.4680216809179,9.49921309603388,11.9581490618609
Gpatch2l,7.79003125302796,8.98734525209639,8.42167773249296,6.98892445386556
Esrrb,0.124955937308422,0.268679627008909,0.459475856802607,0.532815745249178
Vash1,48.0148962620192,41.6872277937325,25.9210344195053,14.697576312669
Angel1,4.83426454530336,4.16697267458509,3.21019241435825,3.73837521137882
Irf2bpl,22.0319797562001,15.7857632644227,16.9467883632776,18.7484372771235
Cipc,13.8261859235335,22.3829994655917,24.7419138518806,27.4444127338274
Zdhhc22,2.26646310831996,3.94331687664655,3.80266200320404,2.88135664880246
Tmem63c,1.34869538784953,3.80933556258768,3.69621177778087,4.13154967516094
Ngb,1.42798637942057,5.38400324390467,4.36837053892651,3.7033223909465
Pomt2,14.7559585313576,10.318140193207,8.46139924167583,9.38876926316886
Gstz1,23.5226665249477,21.2490121695247,23.6125143369001,26.0886055296316
Tmed8,5.18115308926418,7.34720478885797,6.84423445465103,5.21346866161771
Samd15,0.574829744896267,0.789489230590762,1.06164415684466,1.56866330606464
Noxred1,0.493913588953154,0.49545176934047,0.669292248289909,0.97525138638088
Vipas39,19.9711904332173,16.6339721899552,16.4273819822975,15.5457966435568
Ahsa1,55.2215667470307,54.1455006214696,58.3809634681752,56.0072596639622
Ism2,0.516624727435994,0.278074875946001,0.163739623509761,0.200869234387972
Sptlc2,11.5241033670821,9.08054265103287,7.04252156835089,5.10808828553268
Alkbh1,8.46718973667822,5.36706530190333,4.60765591620589,4.4861577756623
Nrp,2.10419277955833,2.46959652980883,2.78098183869739,4.59990627143391
Slirp,30.5917916583542,29.2506125804603,34.321907352424,39.5926124845959
Snw1,25.3597374400148,18.5968675146075,22.4892861147242,28.7868553295849
Gm16381,4.17350433199159,6.57528177147154,6.72384471087895,4.73877263741656
Gm1995,0.546799726548113,0.597199064723134,0.629975094394874,0.512193946141316
Gm7104,0.666149305966158,0.610242893112982,0.677767015652728,0.485076028641935
Adck1,7.8768018859871,11.4045588082581,11.1974838427962,9.94546791068989
3200001D21Rik,0.248319780785111,0.617759032847811,0.536065122596751,0.400072138111291
Nrxn3,8.51528430322365,10.4959628665357,14.7913478580515,27.1287347577343
Dio2,84.9234565474286,156.104349326991,176.686546856835,93.8330822545023
Cep128,3.49402495806618,4.54999575128107,6.62327542388376,4.77266186824821
